token,lemma,pos
silver,silver,NOUN
grain,grain,NOUN
--,--,PUNCT
and,and,CCONJ
he,he,PRON
lay,lay,VERB
awake,awake,ADJ
in,in,ADP
the,the,DET
clear,clear,ADJ
darkness,darkness,NOUN
.,.,PUNCT
*****,*****,PUNCT
SEPTEMBER,September,NOUN
Amory,Amory,PROPN
selected,select,VERB
a,a,DET
blade,blade,NOUN
of,of,ADP
grass,grass,NOUN
and,and,CCONJ
nibbled,nibble,VERB
at,at,ADP
it,it,PRON
scientifically,scientifically,ADV
.,.,PUNCT
"""","""",PUNCT
I,I,PRON
never,never,ADV
fall,fall,VERB
in,in,ADP
love,love,NOUN
in,in,ADP
August,August,PROPN
or,or,CCONJ
September,September,PROPN
",",",",PUNCT
"""","""",PUNCT
he,he,PRON
proffered,proffer,VERB
.,.,PUNCT
"""","""",PUNCT
When,when,ADV
then,then,ADV
?,?,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Christmas,Christmas,PROPN
or,or,CCONJ
Easter,easter,PROPN
.,.,PUNCT
I,I,PRON
'm,be,AUX
a,a,DET
liturgist,liturgist,NOUN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Easter,easter,PROPN
!,!,PUNCT
"""","""",PUNCT
She,she,PRON
turned,turn,VERB
up,up,ADP
her,she,PRON
nose,nose,NOUN
.,.,PUNCT
"""","""",PUNCT
Huh,huh,INTJ
!,!,PUNCT
Spring,Spring,NOUN
in,in,ADP
corsets,corset,NOUN
!,!,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Easter,easter,PROPN
_,NA,SYM
would,would,AUX
_,NA,SYM
bore,bear,NOUN
spring,spring,NOUN
",",",",PUNCT
would,would,AUX
n't,not,PART
she,she,VERB
?,?,PUNCT
Easter,easter,PROPN
has,have,VERB
her,she,PRON
hair,hair,NOUN
braided,braide,VERB
",",",",PUNCT
wears,wear,VERB
a,a,DET
tailored,tailored,VERB
suit,suit,NOUN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Bind,Bind,ADJ
on,on,ADP
thy,thy,PRON
sandals,sandal,NOUN
",",",",PUNCT
oh,oh,INTJ
",",",",PUNCT
thou,thou,PRON
most,most,ADJ
fleet,fleet,NOUN
.,.,PUNCT
Over,over,ADP
the,the,DET
splendor,splendor,NOUN
and,and,CCONJ
speed,speed,NOUN
of,of,ADP
thy,thy,PRON
feet,feet,NOUN
--,--,PUNCT
"""","""",PUNCT
quoted,quote,VERB
Eleanor,Eleanor,PROPN
softly,softly,ADV
",",",",PUNCT
and,and,CCONJ
then,then,ADV
added,add,VERB
:,:,PUNCT
"""","""",PUNCT
I,I,PRON
suppose,suppose,VERB
Hallowe,Hallowe,PROPN
'en,'en,PROPN
is,be,AUX
a,a,DET
better,better,ADJ
day,day,NOUN
for,for,ADP
autumn,autumn,NOUN
than,than,ADP
Thanksgiving,Thanksgiving,PROPN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Much,much,ADJ
better,better,ADJ
--,--,PUNCT
and,and,CCONJ
Christmas,Christmas,PROPN
eve,eve,ADV
does,do,VERB
very,very,ADV
well,well,ADV
for,for,ADP
winter,winter,NOUN
",",",",PUNCT
but,but,CCONJ
summer,summer,NOUN
...,...,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Summer,summer,NOUN
has,have,VERB
no,no,DET
day,day,NOUN
",",",",PUNCT
"""","""",PUNCT
she,she,PRON
said,say,VERB
.,.,PUNCT
"""","""",PUNCT
We,we,PRON
ca,can,AUX
n't,not,PART
possibly,possibly,ADV
have,have,VERB
a,a,DET
summer,summer,NOUN
love,love,NOUN
.,.,PUNCT
So,so,ADV
many,many,ADJ
people,people,NOUN
have,have,AUX
tried,try,VERB
that,that,SCONJ
the,the,DET
name,name,NOUN
's,'s,AUX
become,become,VERB
proverbial,proverbial,ADJ
.,.,PUNCT
Summer,summer,NOUN
is,be,AUX
only,only,ADV
the,the,DET
unfulfilled,unfulfilled,ADJ
promise,promise,NOUN
of,of,ADP
spring,spring,NOUN
",",",",PUNCT
a,a,DET
charlatan,charlatan,NOUN
in,in,ADP
place,place,NOUN
of,of,ADP
the,the,DET
warm,warm,ADJ
balmy,balmy,NOUN
nights,night,NOUN
I,I,PRON
dream,dream,AUX
of,of,ADP
in,in,ADP
April,April,PROPN
.,.,PUNCT
It,it,PRON
's,be,AUX
a,a,DET
sad,sad,ADJ
season,season,NOUN
of,of,ADP
life,life,NOUN
without,without,ADP
growth,growth,NOUN
....,....,PUNCT
It,it,PRON
has,have,VERB
no,no,DET
day,day,NOUN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Fourth,fourth,ADP
of,of,ADP
July,July,PROPN
",",",",PUNCT
"""","""",PUNCT
Amory,Amory,PROPN
suggested,suggest,VERB
facetiously,facetiously,ADV
.,.,PUNCT
"""","""",PUNCT
Do,do,AUX
n't,not,PART
be,be,AUX
funny,funny,ADJ
!,!,PUNCT
"""","""",PUNCT
she,she,PRON
said,say,VERB
",",",",PUNCT
raking,rak,VERB
him,he,PRON
with,with,ADP
her,she,PRON
eyes,eye,NOUN
.,.,PUNCT
"""","""",PUNCT
Well,well,INTJ
",",",",PUNCT
what,what,PRON
could,could,AUX
fulfil,fulfil,VERB
the,the,DET
promise,promise,NOUN
of,of,ADP
spring,spring,NOUN
?,?,PUNCT
"""","""",PUNCT
She,she,PRON
thought,think,VERB
a,a,DET
moment,moment,NOUN
.,.,PUNCT
"""","""",PUNCT
Oh,oh,INTJ
",",",",PUNCT
I,I,PRON
suppose,suppose,VERB
heaven,heaven,NOUN
would,would,AUX
",",",",PUNCT
if,if,SCONJ
there,there,PRON
was,be,VERB
one,one,NUM
",",",",PUNCT
"""","""",PUNCT
she,she,PRON
said,say,VERB
finally,finally,ADV
",",",",PUNCT
"""","""",PUNCT
a,a,DET
sort,sort,ADV
of,of,ADP
pagan,pagan,ADJ
heaven,heaven,NOUN
--,--,PUNCT
you,you,PRON
ought,ought,VERB
to,to,PART
be,be,AUX
a,a,DET
materialist,materialist,NOUN
",",",",PUNCT
"""","""",PUNCT
she,she,PRON
continued,continue,VERB
irrelevantly,irrelevantly,ADV
.,.,PUNCT
"""","""",PUNCT
Why,why,ADV
?,?,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Because,because,SCONJ
you,you,PRON
look,look,VERB
a,a,DET
good,good,ADJ
deal,deal,NOUN
like,like,ADP
the,the,DET
pictures,picture,NOUN
of,of,ADP
Rupert,Rupert,PROPN
Brooke,Brooke,PROPN
.,.,PUNCT
"""","""",PUNCT
To,to,ADP
some,some,DET
extent,extent,NOUN
Amory,Amory,PROPN
tried,try,VERB
to,to,PART
play,play,VERB
Rupert,Rupert,PROPN
Brooke,Brooke,PROPN
as,as,ADV
long,long,ADV
as,as,SCONJ
he,he,PRON
knew,know,VERB
Eleanor,Eleanor,PROPN
.,.,PUNCT
What,what,PRON
he,he,PRON
said,say,VERB
",",",",PUNCT
his,he,PRON
attitude,attitude,NOUN
toward,toward,ADP
life,life,NOUN
",",",",PUNCT
toward,toward,ADP
her,she,PRON
",",",",PUNCT
toward,toward,ADP
himself,himself,PRON
",",",",PUNCT
were,be,AUX
all,all,DET
reflexes,reflex,NOUN
of,of,ADP
the,the,DET
dead,dead,ADJ
Englishman,Englishman,PROPN
's,'s,PART
literary,literary,ADJ
moods,mood,NOUN
.,.,PUNCT
Often,often,ADV
she,she,PRON
sat,sit,VERB
in,in,ADP
the,the,DET
grass,grass,NOUN
",",",",PUNCT
a,a,DET
lazy,lazy,ADJ
wind,wind,NOUN
playing,play,VERB
with,with,ADP
her,she,PRON
short,short,ADJ
hair,hair,NOUN
",",",",PUNCT
her,she,PRON
voice,voice,NOUN
husky,husky,ADJ
as,as,SCONJ
she,she,PRON
ran,run,VERB
up,up,ADP
and,and,CCONJ
down,down,ADP
the,the,DET
scale,scale,NOUN
from,from,ADP
Grantchester,Grantchester,PROPN
to,to,ADP
Waikiki,Waikiki,PROPN
.,.,PUNCT
There,there,PRON
was,be,VERB
something,something,PRON
most,most,ADJ
passionate,passionate,NOUN
in,in,ADP
Eleanor,Eleanor,PROPN
's,'s,PART
reading,read,NOUN
aloud,aloud,ADV
.,.,PUNCT
They,they,PRON
seemed,seem,VERB
nearer,nearer,ADV
",",",",PUNCT
not,not,ADV
only,only,ADV
mentally,mentally,ADV
",",",",PUNCT
but,but,CCONJ
physically,physically,ADV
",",",",PUNCT
when,when,ADV
they,they,PRON
read,read,VERB
",",",",PUNCT
than,than,ADP
when,when,ADV
she,she,PRON
was,be,AUX
in,in,ADP
his,he,PRON
arms,arm,NOUN
",",",",PUNCT
and,and,CCONJ
this,this,PRON
was,be,AUX
often,often,ADV
",",",",PUNCT
for,for,SCONJ
they,they,PRON
fell,fall,VERB
half,half,NOUN
into,into,ADP
love,love,NOUN
almost,almost,ADV
from,from,ADP
the,the,DET
first,first,ADJ
.,.,PUNCT
Yet,yet,CCONJ
was,be,AUX
Amory,Amory,ADV
capable,capable,ADJ
of,of,ADP
love,love,NOUN
now,now,ADV
?,?,PUNCT
He,he,PRON
could,could,AUX
",",",",PUNCT
as,as,ADP
always,always,ADV
",",",",PUNCT
run,run,VERB
through,through,ADP
the,the,DET
emotions,emotion,NOUN
in,in,ADP
a,a,DET
half,half,NOUN
hour,hour,NOUN
",",",",PUNCT
but,but,CCONJ
even,even,ADV
while,while,SCONJ
they,they,PRON
revelled,revell,VERB
in,in,ADP
their,they,PRON
imaginations,imagination,NOUN
",",",",PUNCT
he,he,PRON
knew,know,VERB
that,that,SCONJ
neither,neither,DET
of,of,ADP
them,they,PRON
could,could,AUX
care,care,VERB
as,as,SCONJ
he,he,PRON
had,have,AUX
cared,care,VERB
once,once,ADV
before,before,ADV
--,--,PUNCT
I,I,PRON
suppose,suppose,VERB
that,that,PRON
was,be,VERB
why,why,ADV
they,they,PRON
turned,turn,VERB
to,to,ADP
Brooke,Brooke,PROPN
",",",",PUNCT
and,and,CCONJ
Swinburne,Swinburne,PROPN
",",",",PUNCT
and,and,CCONJ
Shelley,Shelley,PROPN
.,.,PUNCT
Their,they,PRON
chance,chance,NOUN
was,be,VERB
to,to,PART
make,make,VERB
everything,everything,PRON
fine,fine,ADJ
and,and,CCONJ
finished,finished,ADJ
and,and,CCONJ
rich,rich,ADJ
and,and,CCONJ
imaginative,imaginative,ADJ
;,;,PUNCT
they,they,PRON
must,must,AUX
bend,bend,VERB
tiny,tiny,ADJ
golden,golden,ADJ
tentacles,tentacle,NOUN
from,from,ADP
his,he,PRON
imagination,imagination,NOUN
to,to,ADP
hers,hers,PRON
",",",",PUNCT
that,that,PRON
would,would,AUX
take,take,VERB
the,the,DET
place,place,NOUN
of,of,ADP
the,the,DET
great,great,ADJ
",",",",PUNCT
deep,deep,ADJ
love,love,NOUN
that,that,PRON
was,be,AUX
never,never,ADV
so,so,ADV
near,near,ADJ
",",",",PUNCT
yet,yet,CCONJ
never,never,ADV
so,so,ADV
much,much,ADJ
of,of,ADP
a,a,DET
dream,dream,NOUN
.,.,PUNCT
One,one,NUM
poem,poem,NOUN
they,they,PRON
read,read,VERB
over,over,ADV
and,and,CCONJ
over,over,ADP
;,;,PUNCT
Swinburne,Swinburne,PROPN
's,'s,PART
"""","""",PUNCT
Triumph,Triumph,NOUN
of,of,ADP
Time,time,PROPN
",",",",PUNCT
"""","""",PUNCT
and,and,CCONJ
four,four,NUM
lines,line,NOUN
of,of,ADP
it,it,PRON
rang,ring,VERB
in,in,ADP
his,he,PRON
memory,memory,NOUN
afterward,afterward,ADV
on,on,ADP
warm,warm,ADJ
nights,night,NOUN
when,when,ADV
he,he,PRON
saw,see,VERB
the,the,DET
fireflies,firefly,NOUN
among,among,ADP
dusky,dusky,ADJ
tree,tree,NOUN
trunks,trunk,NOUN
and,and,CCONJ
heard,hear,VERB
the,the,DET
low,low,ADJ
drone,drone,NOUN
of,of,ADP
many,many,ADJ
frogs,frog,NOUN
.,.,PUNCT
Then,then,ADV
Eleanor,Eleanor,PROPN
seemed,seem,VERB
to,to,PART
come,come,VERB
out,out,ADV
of,of,ADP
the,the,DET
night,night,NOUN
and,and,CCONJ
stand,stand,VERB
by,by,ADP
him,he,PRON
",",",",PUNCT
and,and,CCONJ
he,he,PRON
heard,hear,VERB
her,she,PRON
throaty,throaty,NOUN
voice,voice,NOUN
",",",",PUNCT
with,with,ADP
its,its,PRON
tone,tone,NOUN
of,of,ADP
a,a,DET
fleecy,fleecy,NOUN
-,-,PUNCT
headed,head,VERB
drum,drum,NOUN
",",",",PUNCT
repeating,repea,VERB
:,:,PUNCT
"""","""",PUNCT
Is,be,AUX
it,it,PRON
worth,worth,ADJ
a,a,DET
tear,tear,NOUN
",",",",PUNCT
is,be,AUX
it,it,PRON
worth,worth,ADJ
an,a,DET
hour,hour,NOUN
",",",",PUNCT
To,to,PART
think,think,VERB
of,of,ADP
things,thing,NOUN
that,that,PRON
are,be,AUX
well,well,ADV
outworn,outwear,ADJ
;,;,PUNCT
Of,of,ADP
fruitless,fruitless,ADJ
husk,husk,NOUN
and,and,CCONJ
fugitive,fugitive,ADJ
flower,flower,NOUN
",",",",PUNCT
The,the,DET
dream,dream,NOUN
foregone,foregone,NOUN
and,and,CCONJ
the,the,DET
deed,deed,NOUN
foreborne,foreborne,NUM
?,?,PUNCT
"""","""",PUNCT
They,they,PRON
were,be,AUX
formally,formally,ADV
introduced,introduce,VERB
two,two,NUM
days,day,NOUN
later,later,ADV
",",",",PUNCT
and,and,CCONJ
his,he,PRON
aunt,aunt,NOUN
told,tell,VERB
him,he,PRON
her,she,PRON
history,history,NOUN
.,.,PUNCT
The,the,DET
Ramillys,Ramilly,NOUN
were,be,AUX
two,two,NUM
:,:,PUNCT
old,old,ADJ
Mr.,Mr.,PROPN
Ramilly,Ramilly,PROPN
and,and,CCONJ
his,he,PRON
granddaughter,granddaughter,NOUN
",",",",PUNCT
Eleanor,Eleanor,PROPN
.,.,PUNCT
She,she,PRON
had,have,AUX
lived,live,VERB
in,in,ADP
France,France,PROPN
with,with,ADP
a,a,DET
restless,restless,NOUN
mother,mother,NOUN
whom,whom,PRON
Amory,Amory,PROPN
imagined,imagine,VERB
to,to,PART
have,have,AUX
been,be,AUX
very,very,ADV
like,like,ADP
his,he,PRON
own,own,ADJ
",",",",PUNCT
on,on,ADP
whose,whose,PRON
death,death,NOUN
she,she,PRON
had,have,AUX
come,come,VERB
to,to,ADV
America,America,PROPN
",",",",PUNCT
to,to,PART
live,live,VERB
in,in,ADP
Maryland,Maryland,PROPN
.,.,PUNCT
She,she,PRON
had,have,AUX
gone,go,VERB
to,to,ADP
Baltimore,Baltimore,PROPN
first,first,ADV
to,to,PART
stay,stay,VERB
with,with,ADP
a,a,DET
bachelor,bachelor,NOUN
uncle,uncle,NOUN
",",",",PUNCT
and,and,CCONJ
there,there,ADV
she,she,PRON
insisted,insist,VERB
on,on,SCONJ
being,be,AUX
a,a,DET
debutante,debutante,NOUN
at,at,ADP
the,the,DET
age,age,NOUN
of,of,ADP
seventeen,seventeen,NUM
.,.,PUNCT
She,she,PRON
had,have,VERB
a,a,DET
wild,wild,ADJ
winter,winter,NOUN
and,and,CCONJ
arrived,arrive,VERB
in,in,ADP
the,the,DET
country,country,NOUN
in,in,ADP
March,March,PROPN
",",",",PUNCT
having,have,AUX
quarrelled,quarrell,VERB
frantically,frantically,ADV
with,with,ADP
all,all,DET
her,she,PRON
Baltimore,Baltimore,PROPN
relatives,relatives,NOUN
",",",",PUNCT
and,and,CCONJ
shocked,shock,VERB
them,they,PRON
into,into,ADP
fiery,fiery,NOUN
protest,protest,NOUN
.,.,PUNCT
A,a,DET
rather,rather,ADV
fast,fast,ADJ
crowd,crowd,NOUN
had,have,AUX
come,come,VERB
out,out,ADV
",",",",PUNCT
who,who,PRON
drank,drank,VERB
cocktails,cocktail,NOUN
in,in,ADP
limousines,limousine,NOUN
and,and,CCONJ
were,be,AUX
promiscuously,promiscuously,ADV
condescending,condescende,VERB
and,and,CCONJ
patronizing,patronize,VERB
toward,toward,ADP
older,older,ADJ
people,people,NOUN
",",",",PUNCT
and,and,CCONJ
Eleanor,Eleanor,PROPN
with,with,ADP
an,a,DET
esprit,esprit,NOUN
that,that,PRON
hinted,hint,VERB
strongly,strongly,ADV
of,of,ADP
the,the,DET
boulevards,boulevard,NOUN
",",",",PUNCT
led,lead,VERB
many,many,ADJ
innocents,innocent,NOUN
still,still,ADV
redolent,redolent,ADJ
of,of,ADP
St.,St.,PROPN
Timothy,Timothy,PROPN
's,'s,PART
and,and,CCONJ
Farmington,Farmington,PROPN
",",",",PUNCT
into,into,ADP
paths,paths,NOUN
of,of,ADP
Bohemian,Bohemian,PROPN
naughtiness,naughtiness,NOUN
.,.,PUNCT
When,when,ADV
the,the,DET
story,story,NOUN
came,come,VERB
to,to,ADP
her,she,PRON
uncle,uncle,NOUN
",",",",PUNCT
a,a,DET
forgetful,forgetful,ADJ
cavalier,cavalier,NOUN
of,of,ADP
a,a,DET
more,more,ADV
hypocritical,hypocritical,ADJ
era,era,NOUN
",",",",PUNCT
there,there,PRON
was,be,VERB
a,a,DET
scene,scene,NOUN
",",",",PUNCT
from,from,ADP
which,which,PRON
Eleanor,Eleanor,PROPN
emerged,emerge,VERB
",",",",PUNCT
subdued,subdue,VERB
but,but,CCONJ
rebellious,rebellious,ADJ
and,and,CCONJ
indignant,indignant,ADJ
",",",",PUNCT
to,to,PART
seek,seek,VERB
haven,haven,NOUN
with,with,ADP
her,she,PRON
grandfather,grandfather,NOUN
who,who,PRON
hovered,hover,VERB
in,in,ADP
the,the,DET
country,country,NOUN
on,on,ADP
the,the,DET
near,near,ADJ
side,side,NOUN
of,of,ADP
senility,senility,NOUN
.,.,PUNCT
That,that,PRON
's,be,AUX
as,as,ADV
far,far,ADV
as,as,ADP
her,she,PRON
story,story,NOUN
went,go,VERB
;,;,PUNCT
she,she,PRON
told,tell,VERB
him,he,PRON
the,the,DET
rest,rest,NOUN
herself,herself,PRON
",",",",PUNCT
but,but,CCONJ
that,that,PRON
was,be,AUX
later,later,ADV
.,.,PUNCT
Often,often,ADV
they,they,PRON
swam,swam,VERB
and,and,CCONJ
as,as,ADP
Amory,Amory,DET
floated,float,VERB
lazily,lazily,ADV
in,in,ADP
the,the,DET
water,water,NOUN
he,he,PRON
shut,shut,VERB
his,he,PRON
mind,mind,VERB
to,to,ADP
all,all,DET
thoughts,thought,NOUN
except,except,ADP
those,those,PRON
of,of,ADP
hazy,hazy,ADJ
soap,soap,NOUN
-,-,PUNCT
bubble,bubble,NOUN
lands,lands,NOUN
where,where,ADV
the,the,DET
sun,sun,NOUN
splattered,splatter,VERB
through,through,ADP
wind,wind,NOUN
-,-,PUNCT
drunk,drunk,ADJ
trees,tree,NOUN
.,.,PUNCT
How,how,ADV
could,could,AUX
any,any,DET
one,one,NOUN
possibly,possibly,ADV
think,think,VERB
or,or,CCONJ
worry,worry,VERB
",",",",PUNCT
or,or,CCONJ
do,do,AUX
anything,anything,PRON
except,except,ADP
splash,splash,NOUN
and,and,CCONJ
dive,dive,NOUN
and,and,CCONJ
loll,loll,VERB
there,there,ADV
on,on,ADP
the,the,DET
edge,edge,NOUN
of,of,ADP
time,time,NOUN
while,while,SCONJ
the,the,DET
flower,flower,NOUN
months,month,NOUN
failed,fail,VERB
.,.,PUNCT
Let,let,VERB
the,the,DET
days,day,NOUN
move,move,VERB
over,over,ADV
--,--,PUNCT
sadness,sadness,NOUN
and,and,CCONJ
memory,memory,NOUN
and,and,CCONJ
pain,pain,NOUN
recurred,recur,VERB
outside,outside,ADV
",",",",PUNCT
and,and,CCONJ
here,here,ADV
",",",",PUNCT
once,once,ADV
more,more,ADV
",",",",PUNCT
before,before,SCONJ
he,he,PRON
went,go,VERB
on,on,ADV
to,to,PART
meet,meet,VERB
them,they,PRON
he,he,PRON
wanted,want,VERB
to,to,PART
drift,drift,VERB
and,and,CCONJ
be,be,AUX
young,young,ADJ
.,.,PUNCT
There,there,PRON
were,be,VERB
days,day,NOUN
when,when,ADV
Amory,Amory,PROPN
resented,resent,VERB
that,that,SCONJ
life,life,NOUN
had,have,AUX
changed,change,VERB
from,from,ADP
an,a,DET
even,even,ADV
progress,progress,NOUN
along,along,ADP
a,a,DET
road,road,NOUN
stretching,stretch,VERB
ever,ever,ADV
in,in,ADP
sight,sight,NOUN
",",",",PUNCT
with,with,ADP
the,the,DET
scenery,scenery,NOUN
merging,merge,VERB
and,and,CCONJ
blending,blend,ADJ
",",",",PUNCT
into,into,ADP
a,a,DET
succession,succession,NOUN
of,of,ADP
quick,quick,ADJ
",",",",PUNCT
unrelated,unrelated,ADJ
scenes,scene,NOUN
--,--,PUNCT
two,two,NUM
years,year,NOUN
of,of,ADP
sweat,sweat,NOUN
and,and,CCONJ
blood,blood,NOUN
",",",",PUNCT
that,that,ADV
sudden,sudden,ADV
absurd,absurd,ADJ
instinct,instinct,NOUN
for,for,ADP
paternity,paternity,NOUN
that,that,PRON
Rosalind,Rosalind,PROPN
had,have,AUX
stirred,stir,VERB
;,;,PUNCT
the,the,DET
half,half,NOUN
-,-,PUNCT
sensual,sensual,ADJ
",",",",PUNCT
half,half,ADJ
-,-,PUNCT
neurotic,neurotic,ADJ
quality,quality,NOUN
of,of,ADP
this,this,DET
autumn,autumn,NOUN
with,with,ADP
Eleanor,Eleanor,PROPN
.,.,PUNCT
He,he,PRON
felt,feel,VERB
that,that,SCONJ
it,it,PRON
would,would,AUX
take,take,VERB
all,all,DET
time,time,NOUN
",",",",PUNCT
more,more,ADJ
than,than,SCONJ
he,he,PRON
could,could,AUX
ever,ever,ADV
spare,spare,VERB
",",",",PUNCT
to,to,PART
glue,glue,VERB
these,these,DET
strange,strange,ADJ
cumbersome,cumbersome,NOUN
pictures,picture,NOUN
into,into,ADP
the,the,DET
scrap,scrap,NOUN
-,-,PUNCT
book,book,NOUN
of,of,ADP
his,he,PRON
life,life,NOUN
.,.,PUNCT
It,it,PRON
was,be,AUX
all,all,ADV
like,like,ADP
a,a,DET
banquet,banquet,NOUN
where,where,ADV
he,he,PRON
sat,sit,VERB
for,for,ADP
this,this,DET
half,half,NOUN
-,-,PUNCT
hour,hour,NOUN
of,of,ADP
his,he,PRON
youth,youth,NOUN
and,and,CCONJ
tried,try,VERB
to,to,PART
enjoy,enjoy,VERB
brillia,brillia,PROPN
nt,not,PART
epicurean,epicurean,ADJ
courses,course,NOUN
.,.,PUNCT
Dimly,dimly,ADV
he,he,PRON
promised,promise,VERB
himself,himself,PRON
a,a,DET
time,time,NOUN
where,where,ADV
all,all,DET
should,should,AUX
be,be,AUX
welded,wel,VERB
together,together,ADV
.,.,PUNCT
For,for,ADP
months,month,NOUN
it,it,PRON
seemed,seem,VERB
that,that,SCONJ
he,he,PRON
had,have,AUX
alternated,alternate,VERB
between,between,ADV
being,be,AUX
borne,borne,VERB
along,along,ADP
a,a,DET
stream,stream,NOUN
of,of,ADP
love,love,NOUN
or,or,CCONJ
fascination,fascination,NOUN
",",",",PUNCT
or,or,CCONJ
left,leave,VERB
in,in,ADP
an,a,DET
eddy,eddy,NOUN
",",",",PUNCT
and,and,CCONJ
in,in,ADP
the,the,DET
eddies,eddy,NOUN
he,he,PRON
had,have,AUX
not,not,PART
desired,desire,VERB
to,to,PART
think,think,VERB
",",",",PUNCT
rather,rather,ADV
to,to,PART
be,be,AUX
picked,pick,VERB
up,up,ADP
on,on,ADP
a,a,DET
wave,wave,NOUN
's,'s,PART
top,top,NOUN
and,and,CCONJ
swept,sweep,VERB
along,along,ADV
again,again,ADV
.,.,PUNCT
"""","""",PUNCT
The,the,DET
despairing,despairing,NOUN
",",",",PUNCT
dying,die,VERB
autumn,autumn,NOUN
and,and,CCONJ
our,we,PRON
love,love,NOUN
--,--,PUNCT
how,how,ADV
well,well,ADV
they,they,PRON
harmonize,harmonize,VERB
!,!,PUNCT
"""","""",PUNCT
said,say,VERB
Eleanor,Eleanor,PROPN
sadly,sadly,ADV
one,one,NUM
day,day,NOUN
as,as,SCONJ
they,they,PRON
lay,lay,VERB
dripping,dripp,NOUN
by,by,ADP
the,the,DET
water,water,NOUN
.,.,PUNCT
"""","""",PUNCT
The,the,DET
Indian,indian,ADJ
summer,summer,NOUN
of,of,ADP
our,we,PRON
hearts,heart,NOUN
--,--,PUNCT
"""","""",PUNCT
he,he,PRON
ceased,cease,VERB
.,.,PUNCT
"""","""",PUNCT
Tell,tell,VERB
me,I,PRON
",",",",PUNCT
"""","""",PUNCT
she,she,PRON
said,say,VERB
finally,finally,ADV
",",",",PUNCT
"""","""",PUNCT
was,be,AUX
she,she,PRON
light,light,NOUN
or,or,CCONJ
dark,dark,ADJ
?,?,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Light,light,ADJ
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Was,be,AUX
she,she,PRON
more,more,ADV
beautiful,beautiful,ADJ
than,than,SCONJ
I,I,PRON
am,be,AUX
?,?,PUNCT
"""","""",PUNCT
"""","""",PUNCT
I,I,PRON
do,do,AUX
n't,not,PART
know,know,VERB
",",",",PUNCT
"""","""",PUNCT
said,say,VERB
Amory,Amory,PROPN
shortly,shortly,ADV
.,.,PUNCT
One,one,NUM
night,night,NOUN
they,they,PRON
walked,walk,VERB
while,while,SCONJ
the,the,DET
moon,moon,NOUN
rose,rose,NOUN
and,and,CCONJ
poured,pour,VERB
a,a,DET
great,great,ADJ
burden,burden,NOUN
of,of,ADP
glory,glory,NOUN
over,over,ADP
the,the,DET
garden,garden,NOUN
until,until,SCONJ
it,it,PRON
seemed,seem,VERB
fairyland,fairyland,NOUN
with,with,ADP
Amory,Amory,PROPN
and,and,CCONJ
Eleanor,Eleanor,PROPN
",",",",PUNCT
dim,dim,ADJ
phantasmal,phantasmal,ADJ
shapes,shapes,NOUN
",",",",PUNCT
expressing,express,VERB
eternal,eternal,ADJ
beauty,beauty,NOUN
in,in,ADP
curious,curious,ADJ
elfin,elfin,ADJ
love,love,NOUN
moods,mood,NOUN
.,.,PUNCT
Then,then,ADV
they,they,PRON
turned,turn,VERB
out,out,ADP
of,of,ADP
the,the,DET
moonlight,moonlight,NOUN
into,into,ADP
the,the,DET
trellised,trellise,VERB
darkness,darkness,NOUN
of,of,ADP
a,a,DET
vine,vine,NOUN
-,-,PUNCT
hung,hung,ADJ
pagoda,pagoda,NOUN
",",",",PUNCT
where,where,ADV
there,there,PRON
were,be,VERB
scents,scent,NOUN
so,so,ADV
plaintive,plaintive,ADJ
as,as,ADV
to,to,PART
be,be,AUX
nearly,nearly,ADV
musical,musical,ADJ
.,.,PUNCT
"""","""",PUNCT
Light,light,VERB
a,a,DET
match,match,NOUN
",",",",PUNCT
"""","""",PUNCT
she,she,PRON
whispered,whisper,VERB
.,.,PUNCT
"""","""",PUNCT
I,I,PRON
want,want,VERB
to,to,PART
see,see,VERB
you,you,PRON
.,.,PUNCT
"""","""",PUNCT
Scratch,scratch,PROPN
!,!,PUNCT
Flare,Flare,VERB
!,!,PUNCT
The,the,DET
night,night,NOUN
and,and,CCONJ
the,the,DET
scarred,scarred,ADJ
trees,tree,NOUN
were,be,AUX
like,like,ADP
scenery,scenery,NOUN
in,in,ADP
a,a,DET
play,play,NOUN
",",",",PUNCT
and,and,CCONJ
to,to,PART
be,be,AUX
there,there,ADV
with,with,ADP
Eleanor,Eleanor,PROPN
",",",",PUNCT
shadowy,shadowy,ADJ
and,and,CCONJ
unreal,unreal,ADJ
",",",",PUNCT
seemed,seem,VERB
somehow,somehow,ADV
oddly,oddly,ADV
familiar,familiar,ADJ
.,.,PUNCT
Amory,Amory,PROPN
thought,think,VERB
how,how,ADV
it,it,PRON
was,be,AUX
only,only,ADV
the,the,DET
